Country,ISO2,ISO3,OMNIARegion,ZijieRegion,Metric,Unit,OMNIA2019_kt,BGSRecordPresent,BGS_Country,EstimatedYears,BGSNotes,AlignmentFactor_vs_old_2025,HistoricalSource2019,HistoricalSource2020_2024,ProjectionMethod2025_2050,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Bangladesh,BD,BGD,ASO,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal,NP,NPL,ASO,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sri Lanka,LK,LKA,ASO,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan,PK,PAK,ASO,Other Asia,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bhutan,BT,BTN,ASO,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maldives,MV,MDV,ASO,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,JP,JPN,JPN,Japan,Primary aluminium ingot production,kt,90.89354286806416,False,,,,0.0,Zijie back-extrapolated fallback used by old approach,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,90.89354286806416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Taiwan, Province of China",TW,TWN,SKT,Other Asia,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Republic of Korea,KR,KOR,SKT,Other Asia,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,AU,AUS,ANZ,Other main producer,Primary aluminium ingot production,kt,1570.0,True,Australia,,,0.6258913693761822,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,1570.0,1582.947,1558.529,1509.646,1555.474,1575.895,1575.895,1505.757347124171,1483.9219498731914,1456.973948733408,1434.9293905721067,1417.0469655240124,1403.8585797701323,1396.5152230024596,1393.6020311312773,1394.688815903811,1399.3385489193438,1405.9620384812592,1413.4813003124782,1422.478403608867,1433.074650254557,1445.191054383092,1458.8798945857186,1472.6429227536748,1486.4230108921436,1501.1465689287988,1516.7710180470517,1533.0926065226847,1548.6862246533,1563.0210272963059,1576.6224541775312,1591.539108616172
New Zealand,NZ,NZL,ANZ,Other main producer,Primary aluminium ingot production,kt,351.0,True,New Zealand,,,0.5146508762130723,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,351.0,335.405,333.115,333.689,333.716,289.7,289.7,276.8064518650496,272.79240614270844,267.838499994015,263.7860037938691,260.49864103401967,258.074193115282,256.7242488261036,256.1887108079732,256.3884966748001,257.24326660211113,258.4608762309803,259.8431575076543,261.49711340253555,263.4450430890035,265.67242643372924,268.188873917033,270.7189595256915,273.25218130361094,275.95884308197753,278.83111750987905,281.83154849125214,284.6981551956577,287.3333512751419,289.833729388843,292.57588847360074
United States of America,US,USA,USA,North America,Primary aluminium ingot production,kt,1090.0,True,USA,2023;2024,,1.1273101180875504,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,1090.0,1026.617,907.846,872.3,735.0,685.0,685.0,706.5827095232146,694.9486871565989,687.3990817375095,675.1418612400307,659.7068264903653,646.0109855055999,630.4878615933998,613.6379625309391,597.5341960290224,579.6317303850163,560.3591053094696,543.1950268963193,525.3963669158708,503.58177657864564,481.0806900765272,461.0685714039538,443.00015010312944,422.2716258922488,399.1483145331046,379.14197639151456,357.7126161639214,338.11676064406277,320.1191700804732,300.7431763964155,284.91965212122574
Canada,CA,CAN,CAN,North America,Primary aluminium ingot production,kt,2854.0,True,Canada,,,2.0983518120720865,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,2854.0,3154.493,3157.762,3026.236,3301.844,3338.512,3338.512,3443.700517862432,3386.999315994966,3350.2045009776007,3290.4659933608427,3215.2396448467193,3148.4896748062356,3072.8340026042397,2990.711973087724,2912.226399785757,2824.9744342644403,2731.044667715223,2647.391409684212,2560.6453659927556,2454.3267212979963,2344.6622726843316,2247.128406503586,2159.067616235181,2058.0421756215815,1945.3451647424004,1847.8394713675739,1743.39833812357,1647.8932303815056,1560.1776507207312,1465.7440924343796,1388.6243469234125
Argentina,AR,ARG,LAM,South America,Primary aluminium ingot production,kt,427.0,True,Argentina,,,0.981055215764687,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,427.0,309.804,338.239,400.038,441.0,447.0,447.0,449.190081702799,447.2912479511206,445.1023888037782,442.9022246999814,441.0023581775569,438.492195780524,435.28014018810364,431.113172633145,426.72867783818856,421.28743799733985,414.2766647993331,406.8238977304459,399.4132928891959,391.44327916266764,382.8659413192548,373.24082419670685,362.6924130523915,351.7648534946617,340.16876078614104,328.1607027930262,315.69196266982374,303.11995158095203,289.72132334234016,275.236636710996,261.38665523700763
Venezuela (Bolivarian Republic of),VE,VEN,LAM,South America,Primary aluminium ingot production,kt,8.0,True,Venezuela,2020;2023;2024,,1.0777341469826611,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,8.0,10.0,38.3,8.4,8.0,9.2,9.2,9.245075507082214,9.205994364989506,9.160944020122503,9.115661000536528,9.076558602312133,9.024895304655079,8.958785883066115,8.873022792449515,8.782782631121554,8.6707929073278,8.526499588711106,8.373109304519243,8.220586788770921,8.0565507120728,7.880014899635668,7.681914055055263,7.464810291011189,7.239903024946057,7.00123623989373,6.75409052728376,6.497463213786081,6.238710412851809,5.962944462526911,5.664825632530565,5.379770085414922
Colombia,CO,COL,LAM,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peru,PE,PER,LAM,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trinidad and Tobago,TT,TTO,LAM,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ecuador,EC,ECU,LAM,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guatemala,GT,GTM,LAM,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cuba,CU,CUB,LAM,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bolivia (Plurinational State of),BO,BOL,LAM,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominican Republic,DO,DOM,LAM,South America,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Honduras,HN,HND,LAM,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paraguay,PY,PRY,LAM,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay,UY,URY,LAM,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,CR,CRI,LAM,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El Salvador,SV,SLV,LAM,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Haiti,HT,HTI,LAM,South America,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Panama,PA,PAN,LAM,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicaragua,NI,NIC,LAM,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamaica,JM,JAM,LAM,South America,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curaçao,CW,CUW,LAM,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Suriname,SR,SUR,LAM,South America,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,AG,ATG,LAM,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aruba,AW,ABW,LAM,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bahamas,BS,BHS,LAM,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barbados,BB,BRB,LAM,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belize,BZ,BLZ,LAM,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bermuda,BM,BMU,LAM,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
British Virgin Islands,VG,VGB,LAM,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cayman Islands,KY,CYM,LAM,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominica,DM,DMA,LAM,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Falkland Islands (Malvinas),FK,FLK,LAM,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guyana,GY,GUY,LAM,South America,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grenada,GD,GRD,LAM,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guadeloupe,GP,GLP,LAM,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cooperative Republic of Guyana,GY,GUY,LAM,South America,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martinique,MQ,MTQ,LAM,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montserrat,MS,MSR,LAM,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Puerto Rico,PR,PRI,LAM,Rest of World,Primary aluminium ingot production,kt,0.0,False,,,,,OMNIA INF_Data,"British Geological Survey, World Mineral Production 2020-24, Production of primary aluminium",BGS 2024 country value held to 2025; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
