Year,AFE,AFN,AFW,AFZ,ANZ,ASC,ASE,ASO,BRA,CAN,CHL,CHN,ENE,ENW,EUE,EUM,EUW,IDN,IND,JPN,LAM,MDA,MEA,MEX,NIG,RUS,SKT,USA
2019,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2023,1.0,1.0333333333333334,0.986732142857143,0.9840881435257411,0.9834409161894847,0.8676975609756098,1.3157894736842106,1.0,1.571846153846154,1.1569180098107918,1.0,1.1869078872274854,0.4989391304347826,0.9240449193196686,0.43799827586206896,0.6347941176470588,0.3761841463414634,0.8953416666666667,1.1425824175824175,0.0,1.032183908045977,1.025,1.1228209685308985,1.0,1.0,1.1069562826505361,1.0,0.6743119266055045
2025,1.0,1.0166666666666666,0.5686071428571429,0.9484680187207488,0.9711582509109838,0.8852560975609756,1.3157894736842106,1.0,1.7043076923076923,1.1697659425367906,1.0,1.2557071110603812,0.4065826086956522,0.8958752725686874,0.42768793103448277,0.7190588235294119,0.401219512195122,1.142625,1.1535714285714285,0.0,1.048735632183908,1.025,1.13868025436165,1.0,1.0,1.1498487764641188,1.0,0.6284403669724771
2030,1.0,0.9141880740464388,0.660228293409134,1.0356784119407139,0.8732668436012659,0.8913462358460765,1.6772231937929045,1.0,1.6814400701741439,1.1265731061130764,1.0,0.8928133940140116,0.5081514972485579,0.8812936409328315,0.4202228646353176,0.7065080324664771,0.39421643803323786,1.4564922353737901,1.4704455343295797,0.0,1.034664176505446,1.007109167680658,1.0639926668455075,1.0,1.0,1.033945611541364,1.0,0.6052356206333627
2035,1.0,0.9027637362057749,0.7923588714276647,1.1950498414746633,0.8623538862683263,0.9700548470148032,2.004722219290139,1.0,1.6062716359093205,0.9898298648438824,1.0,0.6271159095341218,0.5977952428371467,0.6781791912727589,0.3218017902546257,0.5410356475350091,0.30188637074041724,1.7408907516204601,1.7575686085405118,0.0,0.9884097262176269,0.7712325064052301,1.0807162764974856,1.0,1.0,1.0210246991925114,1.0,0.5317722297110241
2040,1.0,0.9323448402058153,0.9348818974162976,1.3772819407376415,0.8906108697640923,1.0764419376484138,2.241663075883453,1.0,1.459779348798728,0.8215354844724359,1.0,0.493973759008156,0.6809201330502291,0.430156897283239,0.20157149067680943,0.3388960698342697,0.18909679065802878,1.946649006781811,1.9652980423852497,0.0,0.8982665660204379,0.4830876977145082,1.1503726557640523,1.0,1.0,1.054480892216352,1.0,0.441358431262869
2045,1.0,0.97852365482123,1.0883814556036966,1.5770772970421854,0.9347226109093861,1.1983653711232645,2.3463910808133894,1.0,1.251200917412199,0.6474560165969073,1.0,0.40253037669612796,0.7714691380186514,0.19143633668058416,0.08597121012265166,0.1445408035215508,0.08065069057432338,2.037594282622943,2.0571145804216813,0.0,0.7699190651041609,0.20603922622406928,1.2210390137938867,1.0,1.0,1.1067090759712026,1.0,0.3478366755885455
2050,1.0,1.0267592450172387,1.2402251758710297,1.7753469737416043,0.9807990614730727,1.320283714667918,2.292229033547482,1.0,0.9966069064586373,0.48655373052677375,1.0,0.31906284794217193,0.8750502611009532,0.05460212535532131,0.01977660706640521,0.03324981319013707,0.018552687752645403,1.9905602315874655,2.009629939840128,0.0,0.6132561501664886,0.04739676004893149,1.2680038199667707,1.0,1.0,1.1612634704324207,1.0,0.26139417625800526
2060,1.0,1.0267592450172387,1.2402251758710297,1.7753469737416043,0.9807990614730727,1.320283714667918,2.292229033547482,1.0,0.9966069064586373,0.48655373052677375,1.0,0.31906284794217193,0.8750502611009532,0.05460212535532131,0.01977660706640521,0.03324981319013707,0.018552687752645403,1.9905602315874655,2.009629939840128,0.0,0.6132561501664886,0.04739676004893149,1.2680038199667707,1.0,1.0,1.1612634704324207,1.0,0.26139417625800526
2070,1.0,1.0267592450172387,1.2402251758710297,1.7753469737416043,0.9807990614730727,1.320283714667918,2.292229033547482,1.0,0.9966069064586373,0.48655373052677375,1.0,0.31906284794217193,0.8750502611009532,0.05460212535532131,0.01977660706640521,0.03324981319013707,0.018552687752645403,1.9905602315874655,2.009629939840128,0.0,0.6132561501664886,0.04739676004893149,1.2680038199667707,1.0,1.0,1.1612634704324207,1.0,0.26139417625800526
2080,1.0,1.0267592450172387,1.2402251758710297,1.7753469737416043,0.9807990614730727,1.320283714667918,2.292229033547482,1.0,0.9966069064586373,0.48655373052677375,1.0,0.31906284794217193,0.8750502611009532,0.05460212535532131,0.01977660706640521,0.03324981319013707,0.018552687752645403,1.9905602315874655,2.009629939840128,0.0,0.6132561501664886,0.04739676004893149,1.2680038199667707,1.0,1.0,1.1612634704324207,1.0,0.26139417625800526
2090,1.0,1.0267592450172387,1.2402251758710297,1.7753469737416043,0.9807990614730727,1.320283714667918,2.292229033547482,1.0,0.9966069064586373,0.48655373052677375,1.0,0.31906284794217193,0.8750502611009532,0.05460212535532131,0.01977660706640521,0.03324981319013707,0.018552687752645403,1.9905602315874655,2.009629939840128,0.0,0.6132561501664886,0.04739676004893149,1.2680038199667707,1.0,1.0,1.1612634704324207,1.0,0.26139417625800526
2100,1.0,1.0267592450172387,1.2402251758710297,1.7753469737416043,0.9807990614730727,1.320283714667918,2.292229033547482,1.0,0.9966069064586373,0.48655373052677375,1.0,0.31906284794217193,0.8750502611009532,0.05460212535532131,0.01977660706640521,0.03324981319013707,0.018552687752645403,1.9905602315874655,2.009629939840128,0.0,0.6132561501664886,0.04739676004893149,1.2680038199667707,1.0,1.0,1.1612634704324207,1.0,0.26139417625800526
