OMNIARegion,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
AFE,0.0,-2.310597870721931,7.072904156754478,6.781237462359946,6.188584202137726,3.608595079305621,28.63600302811109,36.456484538986686,42.94047449541489,49.359476551729166,55.72122158040731,61.68896454692643,67.18669071146033,72.6609221945602,78.09093188494553,83.48840056868836,88.85369333746264,95.92400266404447,102.99631635174093,110.06791613587569,117.1452931876403,124.22488311467856,131.521751900971,138.8032606684122,146.07105470183149,153.33626981413974,160.60498271100295,168.13711712720357,175.6557236100511,183.17867259141508,190.7102735583159,198.2430896475956
AFN,0.0,-9.703557904622972,1.4107726278137944,-3.3950463097105477,2.7995643789902713,0.8013028665061483,2.1239066529392003,3.4465104393722745,4.769114225805371,6.091718012238423,7.414321798671519,8.736925585104593,10.059529371537689,11.382133157970763,12.704736944403816,14.027340730836912,15.349944517269964,16.73552943639034,18.121114355510713,19.506699274631067,20.892284193751397,22.27786911287184,23.66345403199217,25.0490389511125,26.434623870232898,27.820208789353273,29.205793708473603,30.59137862759398,31.976963546714355,33.36254846583475,34.74813338495506,36.13371830407544
AFW,0.0,7.300576884821952,16.746710619795955,21.998351757651548,21.998351757651548,21.998351757651548,20.1139573899199,23.524355415315434,27.585094883306716,31.355485282929884,35.08774787591176,38.90198190081509,42.60246358209719,46.21619903990513,49.771692396400425,53.272718338581406,56.73133643344692,61.47488288863847,66.14503788470678,70.75405654765218,75.3022297281885,79.80220047573825,84.07726958474508,88.32926789738454,92.56549535105327,96.80132066362678,101.07264079137663,105.17584214142546,109.3547558636777,113.59961838618067,117.90775549433414,122.27753379740531
AFZ,0.0,-7.5914183965951505,0.33006166941718096,-4.963953791366283,-4.963953791366283,-4.963953791366283,-9.586619715901957,-8.864592177606866,-8.043741998007514,-6.550479739023962,-4.968961419288743,-3.3547705945248363,-1.681577820038782,0.08186821469025052,1.9193720260829217,3.8146046503479747,5.757980787973582,8.72385045612003,11.723344478375331,14.750415208603119,17.800423938122513,20.866365196807955,23.89763830891587,26.876121800668784,29.801530944119527,32.687440991115025,35.56297636220651,38.2307115705772,40.90072343610882,43.5608830453704,46.205189887012295,48.84449147385599
ANZ,0.0,-3.2110091743119296,-0.917431192660545,0.917431192660545,0.917431192660545,0.917431192660545,-3.1101948071051932,-2.473159977708239,-1.8334297022879475,-1.1892772919543826,-0.5440327671254463,0.09156720971281729,0.6208696493013033,1.157194684637819,1.699084069628709,2.246266188499191,2.797914143682001,3.068942456678081,3.3520227230997346,3.643039466334619,3.943300677743,4.250235797442947,4.470951283449254,4.708516154456799,4.960300788690142,5.224211731902217,5.499159013632315,5.686593032238707,5.894024229653505,6.114979842000845,6.351895365016413,6.597217564607982
ASC,0.0,3.9426147017383784,14.995709609415542,16.293420341748146,16.293420341748146,16.293420341748146,18.930187719081303,21.589022809317647,24.060062626389133,26.533164802991614,29.01067190295239,31.367273088979996,33.71814617963687,36.05689458602976,38.381202586509474,40.68605501969999,42.9778038196589,44.83579537449953,46.67796290258188,48.501769986731745,50.31043377632925,52.10928485259927,53.92452811181012,55.72591293710927,57.5105939135615,59.28828106259407,61.0497729552151,62.83734589603218,64.60102313307425,66.36650223114948,68.12164622646523,69.86078697926321
ASE,0.0,5.656755074087916,17.26969941352261,16.78333664300833,21.01515222263728,24.261185394097872,28.326893403081232,29.276167307845213,30.233573682763293,31.20395750448235,32.185126986396085,33.56513516389044,35.07452823053083,36.597889097337166,38.12509473069481,39.65439440511989,41.17507815554866,41.84278350016197,42.508149058274114,43.1671538885928,43.82229882198043,44.464794564618956,45.14959163570749,45.82589065614941,46.509635802143045,47.19169400531378,47.86998883535125,48.59402758372955,49.31586173607696,50.02944547119876,50.73566620453218,51.430636355947954
ASO,0.0,-0.9046396707111604,10.648739723858736,0.4658894304162553,-2.3825947327355212,-6.988341456243708,-2.798488853003578,3.0322184204671476,8.986434477834626,15.022510500719699,21.129153459571516,27.808891112518232,35.379113090861125,42.9408111263083,50.501999907574934,58.073589084731616,65.61172448873882,70.0626111520501,74.35593360276611,78.51464679916647,82.53647273407272,86.43132231780713,91.00236446958647,95.37890903909192,99.58632821919406,103.64857889918517,107.58287093858647,112.0257336797494,116.27759928363201,120.3860261567283,124.4032112362405,128.34178260544195
BRA,0.0,7.844670381183239,16.378888285847903,12.249579478274853,17.51372629721404,15.6982983498414,16.55135977842026,17.51414557370088,18.498965314099646,19.579445335906186,20.70486330691923,21.452469162971234,22.425350668994092,23.399695688309087,24.37466451032129,25.34940048361818,26.33228123738458,26.515497168343515,26.70189586483229,26.890289058449433,27.081405178006857,27.273366485183324,27.5611661993292,27.83223294626005,28.087964666608457,28.329442949200367,28.55587844046832,28.826940982193094,29.08124399469354,29.331399771584763,29.57734618055938,29.81839565442872
CAN,0.0,0.0,0.0,7.14285714285714,7.14285714285714,7.14285714285714,7.642261854439147,8.13655330947103,8.44348496662992,8.745144329855158,8.977484367561495,9.559777057724572,10.355221502588297,11.146559486488282,11.921075846890883,12.670595109721749,13.42868917155906,13.827515234006071,14.233430082996247,14.632901311089874,15.025270379496568,15.403762498344232,15.822393469379548,16.241147573173564,16.654068587691917,17.063391872182287,17.47429620613328,17.900003352588545,18.305341822904396,18.705885992171535,19.111430674612052,19.490173749709673
CHL,0.0,-14.910536779324058,-5.566600397614319,-10.536779324055667,-10.536779324055667,-10.536779324055667,-9.075176359986692,-7.486224612739512,-6.012203398464832,-4.594794632221133,-3.138593074913798,-2.2500005934940837,-1.1910109397938795,-0.1264950880879967,0.939499180612624,2.004874947423718,3.0776707905395995,3.3466176518604174,3.6303175145005806,3.9207820049812936,4.220211093786275,4.52441370848693,4.804268973236603,5.08593329885394,5.37584473665742,5.676427931880368,5.98886317236853,6.282591440225693,6.600074861274874,6.933604059504783,7.270243437962964,7.615456800422571
CHN,0.0,2.144250268830006,1.399830052881046,-9.166368203468679,-13.849858958555128,-21.923561990671246,-24.4204523120668,-26.917342633462347,-29.414232954857923,-31.91112327625345,-34.408013597649,-36.904903919044564,-39.401794240440104,-41.898684561835665,-44.39557488323121,-46.89246520462677,-49.389355526022314,-50.116642893778106,-50.84393026153391,-51.57121762928971,-52.298504997045505,-53.02579236480128,-53.75307973255708,-54.480367100312876,-55.20765446806868,-55.93494183582448,-56.66222920358028,-57.38951657133606,-58.11680393909185,-58.844091306847645,-59.57137867460345,-60.29866604235924
ENE,0.0,8.166699502664997,16.399043883068455,-14.122965119080888,-14.122965119080888,-14.122965119080888,-11.56109285523188,-9.908648212490512,-8.37907166233769,-6.825118981649069,-5.226519969565158,-3.620489652937775,-1.9695358835078558,-0.3003325159389725,1.339368128766405,2.89035013640242,4.3553735351898215,5.328242715847731,6.208252494431332,7.002441401583925,7.716858814184868,8.342046952165028,8.839905212639309,9.267375205840512,9.629807538179724,9.936616767392836,10.207423518475856,10.420597567258948,10.58998384349923,10.743049361120738,10.87287444544307,10.980274064267824
ENW,0.0,-7.671474033448444,-0.4130272868846929,-4.712573633963036,-9.479314780960124,-12.228316067438548,-10.632808827767459,-9.833976994439475,-9.062473847621721,-8.277274242068133,-7.545153827317308,-6.668252730429258,-5.680988132464904,-4.684904414798085,-3.6951636899374862,-2.702741539356057,-1.7030799633463767,-0.9733339585119682,-0.2470020938648676,0.4767150069501236,1.1943309668129398,1.9158350635696708,2.7763126332520427,3.6232104550237842,4.479651876433421,5.335899869128591,6.194850201888258,7.139655141930246,8.088978290081329,9.047927743436833,10.012375802980644,10.982179250502888
