Year,AFE,AFN,AFW,AFZ,ANZ,ASC,ASE,ASO,BRA,CAN,CHL,CHN,ENE,ENW,EUE,EUM,EUW,IDN,IND,JPN,LAM,MDA,MEA,MEX,NIG,RUS,SKT,USA
2019,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2023,1.0,1.0704458355876811,1.1852093897335454,1.0886288327659253,1.098223795143111,0.9110431895639253,1.2896815682913647,1.0,1.405161757551685,1.1685332302008065,1.0,1.323780850984862,0.8072017837407736,0.7720050625182274,0.734505368744752,1.3386703405168583,1.1750314970005626,0.9419015501014448,1.164324569082914,1.3167658648355538,1.1370725495584544,1.4608587442212229,1.1413794130175448,1.1879191009570065,1.0,1.1265131849377032,1.221260850710113,1.0750497823999223
2025,1.0,1.038011808207783,0.9122998003302549,1.1117994888302112,1.1161940560220611,0.9349197794585595,1.3801993325067352,1.0,1.5558964221526137,1.2355171373117382,1.0,1.423371152838769,0.8438111485875085,0.7164341846597148,0.8249065399857426,1.5743223491652085,1.3738002202542297,1.2313264257119392,1.2554078320097095,1.5073859815620623,1.20909025673139,1.6998982938548048,1.1412683172399236,1.2818786514355096,1.0,1.1349819913261618,1.33189127606517,1.1427635170939334
2030,1.0,0.9833543710174173,1.1316089756124124,1.2740233750402477,1.1389587213468355,0.9747014790166125,1.807387709890306,1.0,1.7247215996242806,1.2149913587221544,1.0,1.331587495802706,0.9279962081123799,0.7081417012110771,0.8258289254621117,1.5932673038781144,1.39057490157879,1.593811622806051,1.6484909243932595,1.0172184376518367,1.302730932713281,1.721926750857451,1.0984914166566038,1.3048883802481943,1.0,1.054463662550349,1.8760653907785187,1.1552137494916634
2035,1.0,0.9736169573619393,1.3875850504398701,1.5008631490687294,1.1472915375077861,1.075461558452822,2.2234187063336597,1.0,1.8471156105945998,1.1419593003981177,1.0,1.2662392821636588,1.031662831046383,0.549538351367507,0.7794472352833829,1.6600326246148094,1.4510298756267554,1.9341587532510873,2.0343817815175664,0.762365535212292,1.3583248735184756,1.8082258021681203,1.114087344048093,1.366336106318626,1.0,1.0390303223911022,2.4957830155178424,1.185022720214489
2040,1.0,0.9914204093566749,1.6413615087068691,1.734452349397832,1.1802915343358886,1.1911591417324234,2.5565740534846313,1.0,1.9019277128390857,1.0388117277024884,1.0,1.2094567413333797,1.105372340660837,0.3481158449807422,0.6925753020544722,1.6632955743170192,1.4562653597763062,2.193927454580685,2.346501848054723,0.6926958262744262,1.364303287595359,1.827217383834498,1.1721287483761271,1.4120938537086343,1.0,1.054970163045586,3.082576601103894,1.1980137836282134
2045,1.0,1.0188982172995529,1.8950360183993378,1.971545832533939,1.2202561339710791,1.312987693562363,2.784779472866458,1.0,1.916182727102333,0.9236256203603956,1.0,1.1191695974798848,1.1434317380507208,0.14817523197822552,0.5755674291400621,1.574383349473721,1.3805764297204615,2.3485955268863616,2.565944386997171,0.7187965579750214,1.33943803449655,1.7435100029641284,1.2253259330702289,1.4199877994634091,1.0,1.0823633421697607,3.6493517308097005,1.1818674531291156
2050,1.0,1.0488065759281777,2.1352131425327396,2.1963955060749116,1.2644343416567965,1.4295921786025267,2.887524687928478,1.0,1.9105577430755498,0.8148069894758123,1.0,0.9943086488437402,1.1575264663502087,0.07140391938807027,0.48882454646149737,1.4158479097536694,1.2423327734006693,2.3779308446916736,2.6745228705079236,0.7102079001220981,1.2956574691408675,1.5729705660314788,1.2497726669695128,1.3989893780407407,1.0,1.1120068716627434,4.190017214072742,1.1464240495029012
2060,1.0,1.0488065759281777,2.1352131425327396,2.1963955060749116,1.2644343416567965,1.4295921786025267,2.887524687928478,1.0,1.9105577430755498,0.8148069894758123,1.0,0.9943086488437402,1.1575264663502087,0.07140391938807027,0.48882454646149737,1.4158479097536694,1.2423327734006693,2.3779308446916736,2.6745228705079236,0.7102079001220981,1.2956574691408675,1.5729705660314788,1.2497726669695128,1.3989893780407407,1.0,1.1120068716627434,4.190017214072742,1.1464240495029012
2070,1.0,1.0488065759281777,2.1352131425327396,2.1963955060749116,1.2644343416567965,1.4295921786025267,2.887524687928478,1.0,1.9105577430755498,0.8148069894758123,1.0,0.9943086488437402,1.1575264663502087,0.07140391938807027,0.48882454646149737,1.4158479097536694,1.2423327734006693,2.3779308446916736,2.6745228705079236,0.7102079001220981,1.2956574691408675,1.5729705660314788,1.2497726669695128,1.3989893780407407,1.0,1.1120068716627434,4.190017214072742,1.1464240495029012
2080,1.0,1.0488065759281777,2.1352131425327396,2.1963955060749116,1.2644343416567965,1.4295921786025267,2.887524687928478,1.0,1.9105577430755498,0.8148069894758123,1.0,0.9943086488437402,1.1575264663502087,0.07140391938807027,0.48882454646149737,1.4158479097536694,1.2423327734006693,2.3779308446916736,2.6745228705079236,0.7102079001220981,1.2956574691408675,1.5729705660314788,1.2497726669695128,1.3989893780407407,1.0,1.1120068716627434,4.190017214072742,1.1464240495029012
2090,1.0,1.0488065759281777,2.1352131425327396,2.1963955060749116,1.2644343416567965,1.4295921786025267,2.887524687928478,1.0,1.9105577430755498,0.8148069894758123,1.0,0.9943086488437402,1.1575264663502087,0.07140391938807027,0.48882454646149737,1.4158479097536694,1.2423327734006693,2.3779308446916736,2.6745228705079236,0.7102079001220981,1.2956574691408675,1.5729705660314788,1.2497726669695128,1.3989893780407407,1.0,1.1120068716627434,4.190017214072742,1.1464240495029012
2100,1.0,1.0488065759281777,2.1352131425327396,2.1963955060749116,1.2644343416567965,1.4295921786025267,2.887524687928478,1.0,1.9105577430755498,0.8148069894758123,1.0,0.9943086488437402,1.1575264663502087,0.07140391938807027,0.48882454646149737,1.4158479097536694,1.2423327734006693,2.3779308446916736,2.6745228705079236,0.7102079001220981,1.2956574691408675,1.5729705660314788,1.2497726669695128,1.3989893780407407,1.0,1.1120068716627434,4.190017214072742,1.1464240495029012
